cluster_id,morph_type,n,hull_ar,scatter_ar,linearity,pair_axial_R,arbin
10739,Type1,5,1.6484844202346778,1.3645723286280276,0.6506010270359289,0.2358150091428275,"(1.5, 2.0]"
10767,Type1,8,2.079373100923524,2.764036946501487,0.8842579228887152,0.4185379224249836,"(2.0, 2.5]"
10769,Type1,6,3.2724816713295666,3.0644060367076325,0.9037590220565083,0.656192576038149,"(3.0, 4.0]"
10771,Type1,5,2.358747407425988,2.0950729903960617,0.8144482069110461,0.3738726574286467,"(2.0, 2.5]"
10782,Type1,10,1.9535318106562365,2.0223770285951432,0.8035366872049262,0.2915565162785503,"(1.5, 2.0]"
10783,Type0,5,3.995324877028526,3.636630013267541,0.9297016149714002,0.7040736279265687,"(3.0, 4.0]"
10784,Type1,6,1.1279905127258232,1.870901669198946,0.7777912611972165,0.34065797829943617,"(1.0, 1.5]"
10785,Type1,20,3.088777789348018,3.6729545695531205,0.9309897225498921,0.601025091231986,"(3.0, 4.0]"
10788,Type1,5,1.656194972907324,2.116066059348924,0.8174428123314479,0.2955683940174743,"(1.5, 2.0]"
10796,Type1,9,3.8057914937304655,3.5402457753215106,0.9261084116012919,0.556945694950306,"(3.0, 4.0]"
