"block","r","obs","lo","hi"
2,264,281.009791025403,-3.47340751467192,2.51976417586224
2,288,288.895144394853,-3.60744563791053,2.84295490813685
2,312,296.227671739013,-3.69873936843265,3.08547910698104
2,336,302.576378663273,-3.89141396788216,3.1199991493823
2,360,308.736089906498,-4.08169695868492,3.47479539162595
2,384,313.803706567828,-4.11975432475884,4.21991360585866
2,408,318.330667141535,-4.52233449481128,4.70288022062186
2,432,322.0112318409,-4.58418931916219,4.97591059208446
2,456,325.952051588909,-4.79978125138706,5.20029099915348
2,480,329.506481068115,-5.05874464779794,5.29825807865581
2,504,332.703324846337,-5.60313733441632,5.81767553391524
2,528,334.167632958063,-5.94583809008839,6.0242429265187
2,552,335.104062577879,-6.13942470505185,6.16577230725204
2,576,335.805206188704,-6.58358656145799,6.42640865092244
2,600,336.578553855455,-6.58673519610409,6.65711263554613
2,624,337.525639091276,-6.88722784405468,6.96812305369986
2,648,337.835024530252,-7.32705420840296,7.51470019007218
2,672,337.852314567364,-7.42263055188357,7.49617594593917
2,696,337.174866891837,-7.70175942865137,7.71804078935361
2,720,336.163111945205,-7.76055527151811,7.8854326206922
2,744,334.890103813587,-8.0734656724369,8.32031659119139
2,768,333.521177883326,-8.27523280243508,8.78692359814136
2,792,332.194538957999,-8.2222090870772,9.2528696065101
2,816,330.517148324375,-8.46285926107305,9.3779610329824
2,840,328.656547589077,-8.81050434237193,10.017707922728
2,864,325.854849531625,-9.11690083986286,10.5516834904697
2,888,322.50639739803,-9.47931164961869,10.9769042587465
2,912,318.931377746562,-9.62305069212675,10.9645278360937
2,936,315.956667057753,-10.1041627584514,11.4985210693011
2,960,312.432539124455,-10.2432247744043,11.9555220689153
2,984,308.396609156818,-10.50351733632,12.172658453988
2,1008,305.123501260534,-10.7380819597498,12.4696390933061
2,1032,302.204032576893,-10.925001730701,12.5901875024574
2,1056,299.404163340956,-11.1428709711529,12.8011411559219
2,1080,296.351864820346,-11.3796804418557,13.2591790274164
2,1104,293.609719795218,-11.7453166195901,13.4026115655752
2,1128,291.323534292896,-12.1479210337243,13.6315575080553
2,1152,289.426981149537,-12.420037665926,13.8967819051859
2,1176,286.94154405841,-12.840320571486,14.2650094979572
2,1200,284.010645622255,-13.0862294465605,14.3748512884627
2,1224,280.870697883967,-13.7642290399783,14.9166684467327
2,1248,278.087651826651,-14.1102931817832,14.994020471861
2,1272,276.002989763173,-14.6292896902182,15.6291401521462
2,1296,273.233363865669,-15.0088282734773,16.2016423679781
2,1320,270.639900975468,-15.0034708500971,16.6001580205307
2,1344,268.057680530675,-15.4154457165835,17.0950640367082
2,1368,265.623244411039,-15.6250594892049,17.387217703515
2,1392,263.049131676948,-15.9630896391741,17.6877751306249
2,1416,260.680839817452,-16.0308385114968,17.9665639960094
2,1440,258.500760663265,-16.3730425299832,18.3995528279768
2,1464,256.51063993647,-16.6725873210778,18.7053903626017
2,1488,255.036908348566,-17.075895138217,19.2704867445916
2,1512,252.820061976947,-17.1535845335266,19.6790186335234
2,1536,250.829281151444,-17.4574170910114,19.7776678817058
2,1560,249.210211538021,-17.7603497699401,19.8589978618691
2,1584,248.127320740865,-18.0851958214751,20.0349364347219
2,1608,246.878584360446,-18.4322835408793,20.1787675031956
2,1632,245.494293629522,-18.8975118654057,20.4417960510066
2,1656,243.977710262897,-19.1029829389583,20.6199563674706
2,1680,242.734005073982,-19.3609504134492,20.9900990151573
2,1704,241.802927954018,-19.5519297695682,21.037687335182
2,1728,240.977332081007,-19.9532895251916,21.4094301907473
2,1752,239.719665032954,-20.180987003489,21.7159825688789
